tweet,label
"माफ करा यार, तू एक महान व्यक्ती आहेस आणि सर्व काही. पण मार्जरीन??? नाकारले*",-1
हा एक गैर-गंभीर खेळ म्हणून घेऊन तुम्हाला त्याचा आनंद घेण्यासाठी आणि मजा करण्यासाठी आवश्यक नाही.,-1
तेच पण मांजरींसोबत. पिल्ले खरोखरच उच्च देखभाल करतात आणि जेव्हा मला त्यांची काळजी घ्यावी लागते तेव्हा मला राग येतो.,-1
माझ्यावर विश्वास ठेवा की या मुक्या एमएफशिवाय कोणीही पकडले जात नाही,-1
बॅटरी पूर्णपणे मृत झाल्यास किती थंड आहे हे सांगू शकत नाही. .,-1
माझा मुद्दा असा आहे की नाम सदस्यांकडे दुर्लक्ष करून पक्षाच्या लोकशाहीचा आदर करू इच्छित असल्याचा दावा करणारा एक मोठा ढोंगी आहे.,-1
बहुतेक बिगर स्थलांतरित शेंगदाण्यांसाठी शेतीची कामेही करणार नाहीत,-1
मला माहित आहे की ते कदाचित चांगले नाहीत पण मला कॉम्बो/मिक्सअपमध्ये चार्ज केलेले हॅडोकन आवडते. हे तिचे फायरबॉल फक्त झोनिंग टूलपेक्षा अधिक मनोरंजक बनवते.,-1
ज्याने तुमचा राग काढण्यासाठी खूप कमी केले आहे. मी तुमच्या कॉर्नफ्लेक्समध्ये लघवी केली का?,-1
"स्नोबँक नाही, तरी. ते वसंत ऋतू मध्ये वाईटरित्या समाप्त होईल.",-1
त्यानंतर मुलांनी माझे संपूर्ण घर चोरले,-1
"अरेरे, मला वाटले ते आज आहे :( माझे वाईट.",-1
एकाचा बलात्कार? लाखो महिलांवर बलात्कार झाले आहेत. बलात्कार आणि खून हे देखील युद्धाचे साधन आहे.,-1
केशरी माणूस मला रागावतो आणि मला तो आवडत नाही.,-1
दरम्यान पाश्चात्य समाजात वाढलेले गाढव प्रौढ त्यांचे मॅकडोनाल्डचा कचरा डब्यापासून काही फूट अंतरावर सर्वत्र पसरून ठेवतील.,-1
उच्च डोसमध्ये केटामाइन पूर्णपणे विचित्र आहे. त्याचे वर्णन करण्यासाठी माझ्याकडे शब्दांची कमतरता आहे. मला माझ्या स्वतःच्या मानवतेपासून इतके अलिप्त कधीच वाटले नाही.,-1
लोक बीजिंग एक बंदूक तेव्हा मी द्वेष. ते शांघाय एक तेव्हा आणखी वाईट.,-1
ते शहर शहरापेक्षा दुःखी आहे. मला आठवत नाही की ओहायोमध्ये पावसाळी किंवा उदास याशिवाय दुसरे काहीही असल्याचे मला आठवत नाही :( गरीब योनाथन,-1
खेळाडूंना त्यांच्या वर्णांवर एजन्सी असणे आवश्यक आहे. तू नाही केलेस. एकूण बकवास. :(,-1
वरील माझ्या मित्राने सांगितले की जर तुम्ही अस्वलाला मारण्यासाठी थांबला नाही तर तुम्ही त्याला मारू शकत नाही.,-1
"अरेरे, मी ""मोकॅप"" आणि ""मोशन कॅप्चर"" शोधले, परंतु त्यांनी तेथे शीर्षकामध्ये त्या संज्ञा वापरल्या नाहीत.",-1
"बाकीच्या यादीत ते योग्य नव्हते, टिम हॉर्टन्ससारखे काहीही चांगले नाही.",-1
"आजारी विद्यार्थ्यांच्या समूहासह एक शिक्षक म्हणून, हे मला घाबरवते.",-1
", ओंटारियो मधील सर्वात वाईट प्रीमियर, जरी जवळ दुसरा आहे.",-1
"हा अज्ञानात बांधलेला बुलशिटचा तरंगणारा बार्ज होता, जो माझ्या डेस्कटॉपवर रीसायकल बिनकडे जात आहे.",-1
"तांत्रिकदृष्ट्या, पुढे आणि पाच मागे जाणे ही पाऊले मागची कमतरता आहे म्हणून ते पुढे जात नाहीत",-1
मनोवैज्ञानिक वैशिष्ट्यांसह उदासीनता असू शकते. लवकरात लवकर तुमच्या डॉक्टरांशी बोला!,-1
"ते डोप आहे. पण लिहिताना मुका होतो. असावा, फोरम . किंवा, वा फोरम किंवा असे काहीतरी.",-1
माफ करा मी एक फ्रेंच माणूस आहे,-1
महिलांच्या शोषणाव्यतिरिक्त - मला पॉर्नचा इतका तिरस्कार का आहे याचाच एक भाग आहे,-1
माझ्या जीवाला धोका देण्याची गरज का वाटली ते मला थेट सांग.,-1
नाम चीड -> संपूर्ण पूर्व-आशियावर हल्ला करण्याचा प्रयत्न,-1
"मी एका माणसासोबत काम करायचो जो नेहमी विचार करत असे की त्याचे आयुष्य किती खडतर आहे. माझे कुटुंब हे, माझे मित्र ते. खूप त्रासदायक",-1
दुर्दैवाने हे शहरभर वाहतुकीला अडथळा आणण्याइतकेच बेकायदेशीर आहे.,-1
ते भयानक आहे. मला शेवट अजिबात दिसत नव्हता.,-1
वाह संत्र्याचे चाहते वेडे,-1
"हं, काही महिन्यांपूर्वी नवीन गेम शोधत असताना मी हे गमावले होते. हे करून पहावे लागेल.",-1
मला तुला काही म्हणायचे नाही.,-1
ते मला अर्धे सभ्य दिसते.,-1
"मी ते बोर्डवर घेईन! मी बहुतेक रुग्ण आहे. किमान मला अशी आशा आहे, . सल्ल्याबद्दल धन्यवाद (:",-1
ते मी म्हणालो नाही पण ठीक आहे,-1
मला नाम च्या वाईट आठवणी देतो.,-1
"हा एक फकिंग रॉकस्टार व्हिडिओगेम आहे, जुना वेस्ट फार्म आणि शिकार सिम्युलेटर नाही.",-1
माझ्या परिसरात असे कधी दिसले तर डोक्याला गोळी लागेल. च्या नियमांचा मारा.,-1
मला चुकून स्नायु बनायला आवडेल... या क्षणी चरबी कमी करण्यासाठी माझे गाढव काम करण्याऐवजी.,-1
अरे बरोबर ती माझ्यासाठी खूप मोठी झेप होती,-1
बरं ते भयानक आहे,-1
काय घोर प्रतिसाद,-1
"इतर कोणतेही वाहक चांगले आहेत का? मी नकळत विचारतो, पण ते सर्व चोखत होते असा माझा समज होता",-1
"मी तुमचे पुनरावलोकन करतो - *टाळी वाजवा* - नाम, बाय बिच, गेला",-1
तो चपळ बास्टर्ड कुठे आहे,-1
"ही तांत्रिक संज्ञा आहे, माझा विश्वास आहे. दुःखाची गोष्ट म्हणजे, ती फक्त एक चेहरा दाढी आहे.",-1
मी एक प्रश्न टाळत आहे हे मला कळले नाही. मला प्रामाणिकपणे पोलिसांशी बोलायला भीती वाटते. मी काय पाहिले ते माझ्या आईलाही माहीत नाही,-1
मी या कल्पनेला दुजोरा देईन. जेव्हा मी दुःखी होऊ लागतो तेव्हा पहिली गोष्ट म्हणजे मजकूर पाठवणे.,-1
"मी पुन्हा प्रेम-बॉम्बस्फोट, गॅस-लाइटिंग आणि अधोगती या दुष्टचक्रात अडकलो.",-1
"टर्न अनडेड हे लहान विश्रांतीसाठी एकदा असते, तुम्ही त्याचा वारंवार वापर करू शकत नाही, यात आश्चर्य नाही की डीएम निराश झाला होता",-1
"संभोग? कशावरून आलेत, आता काही फरक पडत नाही?",-1
मला आता समजले आहे की प्रत्येकजण या कमकुवत गांड पंपच्या बनावट फाऊलवर नाराज का होतो.,-1
नाम सर्वशक्तिमान. मी पाहिलेला हा सर्वात सहानुभूतीपूर्ण आणि दयाळू थ्रेड असू शकतो! दारू पिणे क्षुद्र होते असे कोणी कधी म्हटले? भयंकर स्टिरियोटाइप.,-1
ते आदर्श स्त्री शरीर नाही किंवा ते /फिट/ ते फेटिश नाही,-1
"मी धूम्रपान करणाऱ्या महिलांना डेट करत नाही. गोळ्या किंवा सिरिंज इत्यादींबद्दल, मला मनोरंजक औषधे वापरणारे आकर्षक वाटत नाहीत. त्याचप्रमाणे मद्यपान केल्याबद्दल.",-1
इकडे खूप प्रसिद्ध झाले,-1
मी एक डावीकडे झुकणारा स्वातंत्र्यवादी आहे आणि हे मला त्रास देते की डावे इमिग्रेशन आणि सीमा सुरक्षा यावर प्रामाणिक संभाषण करणार नाहीत.,-1
मी देखील होतो. आपण सर्व चुका करतो,-1
*काय गं*,-1
मला वाटते की माझी कथा खूप सूक्ष्म होती. अंधार पडल्यानंतर भारतीय दफनभूमीवर एकटा. हे अक्षरशः एकाधिक भयपट कथांचा गाभा आहे.,-1
ओएमजी भयानक!!!!,-1
एखाद्या चांगल्या व्यक्तीसोबत हे घडू शकले नसते.,-1
मी बहुतेक त्याला हाकलून दिले आणि त्याची तक्रार केली नाही. पण तो कोणालाच आवडला नाही. ही एक छोटीशी इंटर्नशिप होती.,-1
"प्रथम ते समाजवाद्यांसाठी आले, आणि मी बोललो नाही...",-1
तसे होत नाही. ते खरंच नाही. मला काही आठवड्यांपूर्वीच रा आला होता.,-1
"एक प्रशिक्षक ज्याला मी गमावू इच्छित नाही, परंतु नवीन गुन्ह्यामुळे मला धक्का बसला नाही.",-1
मानव हे एक जटिल प्राणी आहेत जे अद्याप लोकांना पूर्णपणे समजत नाहीत म्हणून आपण समजत नाही. त्यामुळेच.,-1
तुम्हाला माझे लिंग पाहू इच्छित नाही असे म्हणण्याचा हा एक विचित्र मार्ग आहे,-1
ते भयंकर आहे. आपण निश्चितपणे त्यास पात्र नाही. तुम्ही आता ठीक आहात हे ऐकून मला आनंद झाला.,-1
मानवी उत्क्रांतीची पुढची पायरी म्हणजे मानवतेचा अंत. आयुष्य जपण्यासारखे नाही.,-1
"होय, तुमच्या निराधार टीकेला माझा तर्कसंगत, समर्थित प्रतिसाद हे हॅक कलाकाराने ठासून सांगण्याचा प्रयत्न केलेल्या मुद्द्यांपैकी एक उदाहरण आहे.",-1
एलिविएट' म्हणजे काय? माझे काम जीवन कमी शोषून घ्या?,-1
मी हे मिळवण्यासाठी वापरतो पण आता मला फक्त भूत येते.,-1
मला त्या सर्व मुलांबद्दल वाईट वाटते ज्यांच्या पालकांनी त्यांना होमस्कूल करण्याचे ठरवले आहे जेणेकरून ते सर्व मूर्ख शिक्षण मार्गात न येता व्यावसायिक हॉट्स खेळाडू होऊ शकतील.,-1
खरंच? कारण माझ्या हायस्कूलमधील खराब ग्रेडसह वर्षांच्या मुलांनी ते सहजतेने केले असे दिसते.,-1
"आता तो शिकारी आहे त्याच्याबद्दलच्या पोस्टवर आम्ही बंदी घालू शकतो का? हे फक्त आता मला दु: खी करते, इतर कोणाबद्दलही इडके",-1
"हम्म, तुम्ही वाचण्यात तुमची असमर्थता सिद्ध करण्याचा प्रयत्न करत आहात की फक्त तुमची आकलनक्षमता? कोणत्याही प्रकारे, तुम्ही ते प्रभावीपणे केले आहे.",-1
आपले स्वतःचे संशोधन करा. तुम्हाला शिकवणे हे माझे काम नाही.,-1
मला वाटते की मी क्रिंज ओव्हरडोसमुळे मरणार आहे,-1
हिट किंवा मिस कोणाला काळजी आहे की चुकली..? माझ्यावर कोणी प्रेम करत नाही आणि आई बाबा सुद्धा मला सोडून गेले...,-1
हे पाहणे खरोखरच आहे.,-1
"त्याचप्रमाणे, त्यांनी तिला नुकतीच 'नाईट ऑफ' दिली याबद्दल कोणतेही आभार किंवा विचार नव्हता.",-1
तुम्ही नाझींच्या प्रचाराचे स्पेलिंग चुकीचे केले आहे.,-1
हा कन्सोलच्या तासांसारखा आहे अर्थातच आम्हाला तो < आवडतो,-1
हा गेममधील माझा सर्वात वाईट हिरो आहे. तरी मी त्याच्यावर काम करेन,-1
तो साचा नाही,-1
"माफ करा, मला आत्ता खूप भूक लागली आहे",-1
सरकारसह देशाला खाली आणले.,-1
ब्रिटनमध्ये नॅंडोस किती लोकप्रिय आहेत हे मला नेहमीच विचित्र वाटले आहे.,-1
"मी खूप घाबरले होते, मला वाटले की मुल रस्त्यात पाठीमागे जाणार आहे.",-1
"मी तिला काहीही सांगणार नाही, तो विचित्र माणूस माझ्या मुलाला कधीही पाहणार नाही. द एंड. तिरस्कार.",-1
त्याला परत मिळवा -- काय चूक झाली ते समजून घ्या आणि तुम्ही काय करू शकता ते पहा,-1
आणि वेगळ्या खोल्या? जेव्हा मला कांजण्या असलेल्या माझ्या बाळाला आत जायचे होते तेव्हा त्यांनी आम्हाला एका खोलीत ठेवले जेथे कोणीही नव्हते.,-1
ओह. क्षमस्व.,-1
कारण काही गोष्टी ठिसूळ होऊ शकतात आणि तुटू शकतात...,-1
अरे माझ्या नाम हे खूप विचित्र आहे,-1
"जो कोणी बलात्कार झाल्याबद्दल बोलतो त्यापेक्षा माझा एक माजी मित्र एक भयानक, अनैतिक मनुष्य आहे.",-1
मजेदार विनाशक.,-1
मजल्यांच्या खिडकीतून फर्निचर फेकून एका लहान मुलाला मारल्याचं तुम्ही सोयीस्करपणे विसरलात.,-1
तू आत्ताच काय टाईप केलंस?,-1
तू खरंच मूर्ख आहेस.,-1
आत्ता पण कोणालाही स्वत: ला ओळखता येण्यासाठी आणि वर्षे पूर्णपणे काढून टाकण्यासाठी एक मोठा धक्का आहे,-1
नाम तुम्ही लोक खूप मूर्ख आहात,-1
अग...भयंकर.,-1
"त्यामुळे माफ करा, तुमच्या नुकसानीबद्दल.",-1
तुम्‍हाला ते आवडत नसल्‍यामुळे तुमच्‍या जोडीदाराला त्‍यांच्‍या आवडी दडपण्‍यास भाग पाडणे.,-1
मत्सराची पातळी खूप जास्त आहे,-1
मी पाहिलेला हा सर्वात वाईट व्यापार आहे.,-1
जेम्स बॉण्ड चित्रपटासारखा दिसणारा मित्र!,-1
"अरेरे, बरं, तू पुन्हा मी काही गोष्टींचा प्रयत्न केला, तरीही लोक माझ्याकडे दुर्लक्ष करतात",-1
"सौदी अरेबियात त्यांच्यासाठी खूप ""आजारी"" कायदे आहेत असे दिसते. जिथे महिलांना त्यांच्या गुन्हेगारांविरुद्ध सरकारकडून कोणतेही संरक्षण नाही.",-1
जेव्हा असे घडते तेव्हा मला तिरस्कार वाटतो.,-1
मी निश्चितपणे जळलेल्या आजूबाजूची झुडुपे तपासणार आहे जिथे प्रत्येकजण आतापासून आपले लक्ष्य फेकतो. मला वाईट वाटत नाही.,-1
